id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
557026096906376998,Premium 2BR Double Steps to St. Charles Ave.,442931537,1469998036141125880,Hosteeva Magazine District Condos,,Central City,29.941122,-90.077545,Entire home/apt,205,1,80,2026-03-14,1.66,6,309,18,"21-CSTR-20782, 20-OSTR-00670"
557067447740047058,Modern Condo in Downtown New Orleans,442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.9558,-90.07333,Entire home/apt,213,1,51,2025-12-22,1.03,49,345,11,24-XSTR-08058
557091867474368113,Modern 1-BD Near French Quarter,442931537,1469998036141125880,Hosteeva Magazine District Condos,,Central City,29.940847,-90.078369,Entire home/apt,220,1,54,2026-03-09,1.09,6,333,10,"21-CSTR-20783, 20-OSTR-00670"
557102011033699092,Cozy Condo 5-minute Walk to Bourbon Street,442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.95413,-90.07452,Entire home/apt,197,1,41,2025-09-15,0.88,49,286,1,24-XSTR-08058
557123844403713708,Spacious 3BR Vacation Home|5-Min to French Quarter,442931537,1469998036141125880,Hosteeva Magazine District Condos,,Central City,29.940624,-90.078636,Entire home/apt,195,1,39,2026-03-09,0.79,6,339,5,"23-CSTR-00263, 20-OSTR-00670"
557161140263621358,Ideal Condo a Short Walk Away from French Quarter,442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.95499038696289,-90.07406616210938,Entire home/apt,212,1,49,2026-02-15,0.98,49,299,18,24-XSTR-08058
557163371242813352,Vibrant 3BR Steps to St. Charles Ave,442931537,1469998036141125880,Hosteeva Magazine District Condos,,Central City,29.94071,-90.078598,Entire home/apt,193,1,81,2026-03-18,1.63,6,348,8,"23-CSTR-00264, 20-OSTR-00670"
557166544029046453,Stylish Condo with Game Room in New Orleans,442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.95395,-90.07334,Entire home/apt,157,1,85,2026-02-28,1.75,49,321,16,24-XSTR-08058
557247937064946008,Party Atmosphere Hostel - 1 Bd in 6 Bd Mxd Drm.,8540704,1462769968302316821,Robert Higdon,,Central City,29.93948,-90.07681,Shared room,58,30,30,2023-07-06,0.61,4,364,0,Exempt
557320528072992529,New - Degas House - Main Building,50298426,1465769122475054841,David,,Treme - Lafitte,29.97244,-90.07635,Private room,291,30,0,,,2,149,0,Exempt
557683496947924237,Stunning Condo in the Heart of Downtown Nola,442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.95402,-90.07508,Entire home/apt,159,1,39,2026-02-16,0.79,49,325,9,24-XSTR-08058
557700450784037479,"Cozy Studio Superdome, Canal and Bourbon streets!",442915263,1469997966343114685,New Orleans Vacations,,Central Business District,29.95402,-90.07344,Entire home/apt,147,1,40,2025-10-17,0.83,49,330,4,24-XSTR-08058
557776668413328285,Private 2BR Condo in Uptown,442920751,1469997990564991939,Hosteeva Vacations,,Freret,29.934704,-90.10672,Entire home/apt,418,1,47,2026-03-15,0.94,5,321,5,"21-CSTR-20784, 20-OSTR-00670"
557798675625812715,Private 2BR House in Uptown,442920751,1469997990564991939,Hosteeva Vacations,,Freret,29.9347,-90.10672,Entire home/apt,255,1,48,2026-03-18,1.06,5,324,13,"21-CSTR-20785, 20-OSTR-00670"
557820686402565962,4BR Townhouse in Bienville Villas,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,56,2026-03-12,1.20,19,311,7,"21-CSTR-20776, 20-OSTR-00670"
557832520091861572,Spacious 5BR Near Magazine St & Uptown,442920751,1469997990564991939,Hosteeva Vacations,,Irish Channel,29.917299,-90.097038,Entire home/apt,279,1,80,2026-02-25,1.70,5,303,17,"21-CSTR-15464, 20-OSTR-00670"
557833957679389432,Brand New 4BR:Bienville Villas,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,64,2026-03-02,1.30,19,344,16,"21-CSTR-20778, 20-OSTR-00670"
557851949969846900,Modern 4BR Townhouse in Bienville Villas,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,81,2026-03-15,1.66,19,311,11,"22-CSTR-19234, 20-OSTR-00670"
557861292788288825,Luxury 3-Story Home w/ Pool & Parking garage,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,537,1,49,2026-03-18,1.16,19,317,14,"22-CSTR-19236, 20-OSTR-00670"
557871581249781037,Spacious 4BR Home w/ Pool & Parking !,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,67,2026-03-12,1.43,19,339,23,"22-CSTR-19237, 20-OSTR-00670"
557882842307322791,4BR Modern Townhouse in Mid City,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,1,87,2026-03-15,1.74,19,326,19,"22-CSTR-19239, 20-OSTR-00670"
558428989814586737,Spacious Townhouse Near French Quarter,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,101,2026-03-11,2.07,19,322,26,"22-CSTR-19200, 20-OSTR-00670"
558445197419729395,Stunning 4 BR Condo + Pool - steps to St. Charles,442924771,1469998008743486327,Hosteeva Carondelet Luxe Condos,,Central City,29.9417,-90.075096,Entire home/apt,295,1,93,2026-03-07,1.91,15,233,10,"22-CSTR-19202, 20-OSTR-00670"
558464297163621052,Brand New Townhouse in Mid City,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,38,2026-03-09,0.77,19,320,13,"22-CSTR-19224, 20-OSTR-00670"
558477482761241758,Private Bienville Townhouse on a Gated Campus,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,1,38,2026-03-16,0.78,19,324,14,"22-CSTR-19225, 20-OSTR-00670"
558501724361305024,Bienville Townhouse in Mid City and Near FQ,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,79,2026-03-16,1.64,19,342,17,"22-CSTR-19226, 20-OSTR-00670"
558513269879808055,Stylish Living in Mid City,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,60,2026-03-14,1.28,19,351,5,"22-CSTR-19228, 20-OSTR-00670"
558533561247508964,Modern Townhouse with Balconies,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,91,2026-03-08,1.87,19,347,9,"22-CSTR-19229, 20-OSTR-00670"
558541457493516910,Stylish 4BR Townhouse Close to Shops & Restaurants,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,25,2026-03-15,0.53,19,338,7,"22-CSTR-19197, 20-OSTR-00670"
558552748468246325,Modern Townhouse across from Lafitte Greenway,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,264,2,62,2026-03-17,1.29,19,306,17,"22-CSTR-19230, 20-OSTR-00670"
558561477705342192,Spacious 4BR Townhouse in Bienville Villas,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,2,56,2026-02-22,1.15,19,349,7,"22-CSTR-19231, 20-OSTR-00670"
558574997714818095,Bienville Villas: Brand New 4BR,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,295,2,45,2026-03-14,0.97,19,352,18,"22-CSTR-19232, 20-OSTR-00670"
558585531846201250,Premium 4BR Townhouse in Bienville Villas,442921771,1469997994297202124,Hosteeva Bienville Villas New Orleans,,Mid-City,29.974231719970703,-90.09577178955078,Entire home/apt,281,1,47,2026-02-23,1.11,19,326,9,"22-CSTR-19233, 20-OSTR-00670"
558621673117733653,3BR Spacious Townhouse close to FQ,442924771,1469998008743486327,Hosteeva Carondelet Luxe Condos,,Central City,29.93961,-90.077248,Entire home/apt,,30,0,,,15,0,0,"22-CSTR-19223, 20-OSTR-00670"
558630489530290847,Spacious Loft-Style 3BR Townhouse,442924771,1469998008743486327,Hosteeva Carondelet Luxe Condos,,Central City,29.939753,-90.077362,Entire home/apt,289,1,113,2026-03-16,2.30,15,328,21,"22-CSTR-19222, 20-OSTR-00670"
558677772050508356,Central Charm | 1 mile to Superdome & Parades |,118479577,1468210078514389770,Tiffany,,Central City,29.94191,-90.08236,Entire home/apt,94,30,62,2025-05-01,1.25,1,270,2,"21-CSTR-18652, 21-OSTR-18620"
558679435928724287,Mid-City 2BR w/ Balcony Near Canal Streetcar,212298170,1462766286436748945,Mike,,Mid-City,29.96349,-90.09578,Entire home/apt,254,1,195,2026-03-14,3.93,8,355,34,"23-CSTR-03331, 19-OSTR-26283"
558893775335027827,Bedroom with Private Bath.,2993908,1462614424225906593,AZitiZ,,Fairgrounds,29.98657,-90.08327,Private room,57,30,0,,,1,90,0,
559061065314606372,French Quarter Oasis | Right on Canal St !,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,192,1,77,2026-03-01,1.58,9,220,14,"22-CSTR-11454, 20-OSTR-00670"
559084828821609601,Retreat on Canal • French Quarter Next Door,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,192,1,60,2026-03-13,1.25,9,279,16,"22-CSTR-05050, 20-OSTR-00670"
559097903052936124,Canal Street Views • Modern 2BR Retreat,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,244,1,80,2026-03-11,1.65,9,273,18,"22-CSTR-11457, 20-OSTR-00670"
559111538865140629,Stunning Canal St Views • Steps to Bourbon,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,160,1,64,2026-03-15,1.34,9,255,23,"22-CSTR-11453, 20-OSTR-00670"
559119939153274029,Hosteeva | 2BR Cottage on Carondelet,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.93939,-90.07728,Entire home/apt,159,1,33,2026-02-19,0.67,9,275,4,"22-CSTR-19243, 20-OSTR-00670"
559120059569365747,Spacious 2BR w/ Canal Views|Walk to Bourbon St,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,160,1,100,2026-03-15,2.03,9,291,27,"22-CSTR-08458, 20-OSTR-00670"
559128321172355726,Mardi Gras Magic: 2BR Condo on Canal St,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,250,1,90,2026-03-17,1.84,9,220,28,"22-CSTR-11455, 20-OSTR-00670"
559153646027677554,French Quarter Living | Close to Everything !,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,250,1,57,2026-03-12,1.16,9,281,19,"22-CSTR-11460, 20-OSTR-00670"
559161457345126817,French Quarter Retreat|On Canal St/Parade Route,442917946,1469997977801022811,Hosteeva Canal Street Condos,,Central Business District,29.9550857,-90.0723809,Entire home/apt,250,1,110,2025-11-30,2.27,9,296,20,"22-CSTR-05051, 20-OSTR-00670"
559203469078846899,1721#2 4BR condo in Downtown,442934063,1469998047333173119,Hosteeva Spacious Carondelet Condos,,Central City,29.938154934491592,-90.07841738826839,Entire home/apt,219,1,70,2026-02-17,1.45,2,333,20,"22-CSTR-11369, 20-OSTR-00670"
559217585428389308,1721#3 4BR Penthouse in Downt,442934063,1469998047333173119,Hosteeva Spacious Carondelet Condos,,Central City,29.938154934491592,-90.07841738826839,Entire home/apt,138,28,53,2025-11-24,1.07,2,365,9,"22-CSTR-11369, 20-OSTR-00670"
559265122462679931,Hosteeva | 2BR on Carondelet,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939428,-90.077347,Entire home/apt,169,1,47,2026-03-06,1.00,9,295,3,"22-CSTR-19245, 20-OSTR-00670"
559273986725244626,Hosteeva | Stylish 3BR on Carondelet,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939383,-90.077438,Entire home/apt,226,1,97,2026-03-16,1.96,9,333,20,"22-CSTR-19246, 20-OSTR-00670"
559303430231956657,Amazing 3BR Cottage off St Charles with Pool,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939306,-90.077385,Entire home/apt,198,1,118,2026-03-18,2.41,9,312,31,"22-CSTR-19247, 20-OSTR-00670"
559319448322418695,#1531 Dashing 3BR on Carondelet,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939316,-90.077492,Entire home/apt,198,2,85,2026-03-17,1.76,9,317,23,"22-CSTR-19248, 20-OSTR-00670"
559324749961861497,Brand New Uptown 1br- Close to Universities!,112910785,1467362329736815638,Jordan,,Leonidas,29.949783325195312,-90.1280288696289,Entire home/apt,142,2,39,2026-02-24,0.79,30,304,19,"22-cstr-03249, 23-OSTR-11614"
559494042031591245,Orleans Ave. Oasis in the Big Easy 4BR 3BA,444517269,1468624565202274840,Vacation Nola Rentals,,Treme - Lafitte,29.96931,-90.08021,Entire home/apt,287,2,132,2026-02-16,2.70,1,326,21,"22-CSTR-01524, 24-OSTR-03451"
559887479743251034,Spacious 3BR Garden District Home w Pool & Balcony,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939266,-90.077415,Entire home/apt,212,1,80,2026-03-15,1.64,9,312,19,"22-CSTR-19249, 20-OSTR-00670"
559898390498289336,Spacious 3BR Cottage on Carondelet with Pool,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939526,-90.077682,Entire home/apt,295,1,83,2026-03-08,1.70,9,344,24,"22-CSTR-19250, 20-OSTR-00670"
559913112244036850,Spacious Condo w/ Pool & Courtyard Near FQ,442930669,1463713744286129069,Hosteeva Residences Du Carondelet,,Central City,29.939529,-90.077713,Entire home/apt,308,1,79,2026-03-18,1.59,9,329,24,"22-CSTR-19251, 20-OSTR-00670"
560025127585510549,NEW Private Home with Pool and Spa | near FQ,276892829,1468117954483514942,Heirloom,,Marigny,29.96822,-90.05467,Entire home/apt,819,2,124,2026-02-22,2.56,64,243,34,"23-CSTR-00652, 24-OSTR-03381"
560030538203348395,Historical Charm with Modern Touch 5 Bedrooms 4 Ba,444613568,1470004377675484998,Lola,,Milan,29.9327,-90.09445,Entire home/apt,372,2,101,2026-03-03,2.03,3,297,16,"22-CSTR-01808, 22-OSTR-07285"
560758659877044969,"**St.Roch's 4BR Sip, Grill, & Chill Oasis Near FQ",290355593,1469508971914679716,Rodney,,St. Roch,29.977095429023485,-90.0516607443853,Entire home/apt,156,30,50,2025-08-15,1.64,6,248,5,"24-NSTR-18056, 24-OSTR-20045"
560916828600091798,Amazing Atmosphere Hostel - 1 Bd in 6 Bd Feml Dorm,8540704,1462769968302316821,Robert Higdon,,Central City,29.93954,-90.07834,Shared room,52,30,7,2023-06-29,0.15,4,203,0,Exempt
561634643023572322,Charming 2BR in Bywater - walk to French Qtr!,9494176,1462815561615388948,Brian,,Bywater,29.9644,-90.04417,Entire home/apt,417,2,43,2026-03-15,0.91,1,288,19,"23-NSTR-13628, 23-OSTR-01074"
561663573514844019,Uptown 3BR Historic Home w/ Gated Parking,161316695,1462766286436748945,Mike,,Uptown,29.92284393310547,-90.10420227050781,Entire home/apt,381,1,85,2026-03-17,1.71,1,318,22,"24-NSTR-18753, 24-OSTR-18750"
562329158927079082,"Uptown, Spacious, 2 Bed - 2 Bath Cottage",166067217,1468610852029898378,Sally,,West Riverside,29.9178,-90.10762,Entire home/apt,255,2,119,2026-03-08,2.40,1,77,13,"22-CSTR-20014, 24-OSTR-04263"
562560144971751119,Elegant Family Home in the Heart of New Orleans,106289693,1462886168861425747,Vello Properties,,Freret,29.93574,-90.10954,Entire home/apt,371,2,122,2026-03-11,2.48,36,133,28,"23-NSTR-16303, 23-OSTR-04236"
562957194558789013,Historic New Orleans home in Mid City,445203676,1470006535019255562,Ryan,,Mid-City,29.96985,-90.10593,Entire home/apt,226,30,25,2026-02-18,0.51,1,270,1,"22CSTR-03232, 22OSTR-04359"
563192687173002398,Luxe 3BR w/ fenced parking 2 miles to French Qtr,445264307,1470006744164889949,Luxe,,Central City,29.93671,-90.08668,Entire home/apt,293,30,54,2024-12-29,1.11,1,365,0,"22RSTR-09763, 22OSTR-02335"
563740215565040206,"$98-Midcity Guest Suite, Private Entrance & Wifi",444496017,1463717540605711435,Joan,,Tulane - Gravier,29.9644978,-90.0821393,Private room,152,1,131,2026-03-15,2.94,1,263,31,"23-NSTR-15984, 26-OSTR-02379"
563741907128599134,Dreamy Uptown Apartment - Walk to Garden District!,28721952,1462645629674108929,Amy,,Central City,29.93263,-90.08885,Entire home/apt,238,1,102,2026-02-22,2.06,4,127,17,"23-NSTR-15147, 24-OSTR-10812"
563814343938628188,Uptown New Orleans *7 min to FQ * Free Parking!,416045723,1463741722778989137,Adam,,Milan,29.93251,-90.09519,Entire home/apt,110,2,239,2026-03-11,4.87,3,163,76,"22-CSTR-21145, 25-OSTR-25771"
563820529879430429,Mid-City 2 bedroom gem,68149472,1466842234274206986,Michael,,Mid-City,29.96953,-90.09739,Entire home/apt,157,2,88,2026-03-07,1.78,1,242,12,25-xstr-73739
564290566188519282,Beautiful Oasis,200521901,1469046291856981944,Lakyra Ciara,,Dixon,29.973015,-90.11834979999999,Entire home/apt,214,2,10,2026-03-08,0.59,1,167,6,"24-NSTR-19355, 24-OSTR-19345"
567201414333731989,Tropical Oasis,445201869,1470006528394318688,Michael,,Bayou St. John,29.977573,-90.082794,Entire home/apt,127,30,29,2026-02-03,0.60,1,113,2,"21-RSTR-13201, 22-OSTR-02578"
567383981637190592,D’S Cozy Cottage,446191180,1470010161282677215,Demonte,,Gentilly Woods,30.00948,-90.03973,Entire home/apt,121,30,5,2024-02-15,0.11,1,365,0,"22-RSTR-02319, 22-OSTR-02317"
567857835704385851,Walk to French Quarter - Modern Cozy Condo,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.95114,-90.06776,Entire home/apt,160,1,70,2026-03-03,1.47,37,330,10,23-XSTR-13184
567900441533698330,Stylish Condo Steps From French Quarter/Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,35,2026-03-17,0.72,37,334,2,23-XSTR-13184
567958186700562858,Gorgeous Condo 1 Minute Walk to French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,170,1,67,2026-03-01,1.42,37,325,14,23-XSTR-13184
567982646670561855,Beautiful condo steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,34,2025-12-14,0.70,37,343,4,23-XSTR-13184
568025561334954932,Beautiful Condo Steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,86,2026-03-09,1.76,37,327,8,23-XSTR-13184
568040693013025300,Spacious Loft Close to French Quarter & Bourbon St,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,104,2026-03-09,2.11,37,338,18,23-XSTR-13184
568069508764997272,Gorgeous 1BR Condo Steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,81,2026-02-20,1.68,37,345,6,23-XSTR-13184
568077937286580140,Beautiful Condo Steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,100,2025-04-27,2.06,37,332,3,23-XSTR-13184
568087179386909752,Spacious Condo Steps from French Quarter Fun,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,100,2026-03-14,2.09,37,324,21,23-XSTR-13184
568099411023800329,Spacious Home - Close to French Quarter,445523134,1470007715971213281,Baili,,St. Roch,29.97176,-90.0568,Entire home/apt,214,2,123,2026-02-23,2.49,1,167,34,"23-NSTR-16681, 25-OSTR-09261"
568564480566742216,Gorgeous Condo 1 Minute Walk to French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,27,2025-02-16,0.55,37,349,0,23-XSTR-13184
568578773486610148,Gorgeous 1BR Walk to French Quarter/Caesars Casino,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,128,2026-01-19,2.64,37,342,19,23-XSTR-13184
568590144433707418,Gorgeous Condo 1 Minute Walk to French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,170,1,70,2026-02-15,1.45,37,336,3,23-XSTR-13184
568613972305472075,Spacious Loft Close to French Quarter & Bourbon St,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,170,1,72,2025-07-21,1.49,37,344,2,23-XSTR-13184
568632199969422638,Gorgeous Condo 1 Minute Walk to French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,99,2026-03-09,2.04,37,296,24,24-XSTR-13184
568661064577467372,Beautifully Designed 1BR Space Near French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,170,1,19,2025-08-31,0.40,37,353,1,24-XSTR-13184
568691493687941773,Gorgeous 1BR Condo Steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,58,2026-02-08,1.20,37,351,10,24-XSTR-13184
568700190369766348,Spacious 1BR Condo - Near French Quarter & Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,35,2026-02-17,0.75,37,347,6,24-XSTR-13184
568716351655616955,Modern condo steps from French Quarter/ Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,90,2026-03-07,1.82,37,346,13,24-XSTR-13184
568729439885243224,Modern Cozy 1BR - Near French Qt & Caesars Casino,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,77,2025-11-01,1.60,37,340,10,24-XSTR-13184
568731172285418692,Cute Studio | Central | 4 Blocks to Streetcar,64823547,1466801617085544891,Brenna And Nick,,Mid-City,29.96366,-90.09306,Entire home/apt,153,1,187,2026-03-01,3.79,78,354,33,"21-CSTR-03519, 23-OSTR-19687"
568744128731062825,Spacious condo steps from French Quarter/Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,125,2026-03-10,2.60,37,324,22,24-XSTR-13184
568758816541051581,5 Bedroom Home 262 ft. to St. Charles Ave.,58611531,1470071316949977854,Jesse,,Central City,29.939294815063477,-90.0763931274414,Entire home/apt,464,2,102,2026-02-19,2.07,3,330,21,"22-CSTR-04663, 23-OSTR-20915"
568781559510663640,Stylish condo steps from French Quarter/ Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,170,1,136,2026-02-24,2.80,37,329,22,24-XSTR-13184
568957151962870351,Mid-City 5BR w/ Fire Pit Near Superdome,212298170,1462766286436748945,Mike,,Tulane - Gravier,29.95904,-90.08809,Entire home/apt,471,1,140,2026-03-15,2.83,8,343,37,"22-CSTR-03766, 19-OSTR-26283"
569100990319556185,Spacious 3bd 3ba w/2  En Suites Mins from Bourbon,445036267,1470005929361524664,Stephen,,Seventh Ward,29.9725,-90.06618,Entire home/apt,491,2,116,2026-03-09,2.41,1,336,4,"23-NSTR-14788, 25-OSTR-43791"
569324863032992490,Lively 1BR Condo steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,64,2026-03-14,1.33,37,329,13,24-XSTR-13184
569487556016035977,1BR Condo - Spacious - Near French Qt & Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,141,2026-02-21,2.98,37,341,14,24-XSTR-13184
569493282056876139,2 Mi to French Quarter: Walkable NOLA Home,121682456,1468235433334190042,Evolve,,Seventh Ward,29.97524,-90.07329,Entire home/apt,159,30,68,2025-05-19,1.41,3,322,2,"22-RSTR-00046, 22-OSTR-00045"
569498078468454507,Stylish Penthouse - Great View - Near it all!,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,172,1,34,2026-02-15,0.75,37,311,2,24-XSTR-13193
569510124172053804,Chic Penthouse - City Skyline View - Near it all!,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,179,1,58,2026-03-13,1.19,37,291,10,24-XSTR-13184
570033098418842556,Modern Cozy Condo - Walk to French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,40,2026-02-15,0.83,37,237,8,23-XSTR-13184
570084328853230076,Cozy Gorgeous Condo - Walk to Bourbon and FQ,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,20,2026-01-12,0.41,37,278,1,23-XSTR-13184
570101050839581307,Modern 1bd Condo steps from French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,49,2026-03-12,1.00,37,238,19,23-XSTR-13184
570123702756673419,Modern 1bd Condo - Near French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,36,2026-02-19,0.74,37,301,2,23-XSTR-13184
570181652315948782,Gorgeous Condo - Walk to French Qt and Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,153,1,26,2026-02-16,0.53,37,319,1,23-XSTR-13184
570194024216435316,Comfy 1bd Condo - Steps From French Quarter,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,32,2025-07-20,0.67,37,325,2,23-XSTR-13184
570216849455874085,Modern Gorgeous Loft - Walk to Bourbon,442912126,1469997952080234896,Merchant Lofts New Orleans,,Central Business District,29.951141357421875,-90.06776428222656,Entire home/apt,160,1,88,2026-03-13,1.82,37,321,2,23-XSTR-13184
