id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19091,Fully Furnished Cozy Apartment,72880,1462508440733970087,John,,Leonidas,29.961,-90.1195,Entire home/apt,137,1,528,2026-03-02,2.72,1,296,24,"25-NSTR-11772, 25-OSTR-11151"
71624,Ravenwood Manor (Historic Bywater),367223,1462516728563088529,Susan,,Bywater,29.96153,-90.04364,Entire home/apt,166,30,316,2025-05-07,1.72,1,365,2,"21-RSTR-18609, 22-OSTR-20720"
74498,Maison Marais 1,391462,1462517255963179494,Georgia,,St. Roch,29.96986,-90.05172,Entire home/apt,184,3,679,2026-03-02,3.71,3,216,27,23-XSTR-13082
79536,FeelAtHomeInNewOrleans-PrivateApt,428362,1462518158480805632,Miriam,,Seventh Ward,29.97803,-90.0745,Entire home/apt,110,3,834,2026-03-10,4.60,1,21,63,"23-NSTR-15067, 25-OSTR-41594"
79609,Bywater's Original & Finest,428909,1462511770194685886,Stephen,,St. Claude,29.96448,-90.03667,Entire home/apt,61,30,505,2025-03-05,2.76,1,169,0,"23-ISTR-02823, 23-OSTR-02823"
80869,"Frenchmen House ""Red Room""",437783,1462518419771353377,Joanne,,Marigny,29.96811,-90.05905,Private room,97,1,1027,2026-03-04,5.63,2,177,53,24-XSTR-08500
84725,Historic UPTOWN NEW ORLEANS Resort,85132,1462509229094456758,Sanford Sandy,,Central City,29.93608,-90.07997,Private room,352,30,5,2016-01-01,0.03,7,365,0,Exempt
90806,Mid-city.  The heart of New Orleans,485705,1462519572063183486,Tom,,Mid-City,29.97264,-90.09992,Entire home/apt,75,30,145,2026-01-07,0.82,1,324,1,
183207,"Frenchmen House ""Rose Room""",437783,1462518419771353377,Joanne,,Marigny,29.96811,-90.05905,Private room,97,1,956,2026-03-03,5.42,2,167,49,24-XSTR-08500
204998,Hilaire Suite - 2 Bed 2.5 Bath near French Quarter,1006034,1462515645224879270,Gwendolyn,,Treme - Lafitte,29.9678,-90.06675,Entire home/apt,107,30,207,2022-09-05,1.18,4,180,0,"19STR-26370, 19-OSTR-2637"
205008,Muse Suite- Near French Quarter,1006034,1462515645224879270,Gwendolyn,,Treme - Lafitte,29.96719,-90.07033,Entire home/apt,160,30,290,2022-11-01,1.65,4,180,0,"19STR-26373, 19-OSTR-2637"
228560,Boheme de Marigny - Historic Creole Cottage,1192986,1462539353115040287,Dayna,,Marigny,29.96524,-90.05901,Entire home/apt,645,2,136,2026-02-16,1.04,2,60,7,23-XSTR-12077
240258,Maison Marais 2,391462,1462517255963179494,Georgia,,St. Roch,29.96929,-90.05172,Entire home/apt,333,3,634,2026-03-02,3.62,3,287,24,23-XSTR-13082
259868,AUTHENTIC NEW ORLEANS HOME!!!!!!!,1363780,1462543801771703993,Deborah,,Treme - Lafitte,29.97307,-90.07671,Entire home/apt,328,30,148,2025-05-05,0.86,2,365,2,"21-CSTR-19544, 22-OSTR-08384"
314233,Historic pied-à-terre on Esplanade,1182408,1462539103996714863,Lauren,,Marigny,29.96611,-90.06146,Entire home/apt,149,30,80,2020-03-18,0.47,1,364,0,
317793,"Algiers Point, New Orleans LA - Funky NOLA Digs",1631225,1462563590564059871,Seran,,Whitney,29.94995,-90.04538,Entire home/apt,93,30,13,2023-03-13,0.08,1,364,0,
405209,Historic Tremé Creole Cottage w/pool,2019341,1462521706691853610,Historic Getaways,,Treme - Lafitte,29.965829849243164,-90.06376647949219,Entire home/apt,370,1,218,2026-03-02,1.62,32,287,33,23-XSTR-11592
406652,Near bustling Magazine St w/BIKES!,2026099,1462584485650067896,Conor,,St. Thomas Dev,29.92302,-90.07285,Entire home/apt,171,30,182,2024-10-26,1.08,1,254,0,"23STR-08837, 23-OSTR-08837"
425878,Bayou St. John Cottage!,1919429,1462581752472364373,Kristin,,Bayou St. John,29.975841522216797,-90.0870361328125,Entire home/apt,114,30,53,2025-05-05,0.36,1,358,2,"24-NSTR-10576, 24-OSTR-10576"
458029,Oak Street Hangout...,2277128,1462590840639489903,Paul,,Leonidas,29.94844,-90.13186,Entire home/apt,52,30,95,2025-06-27,0.58,1,159,2,
542247,"10 min to Bourbon St, 5 min to the SuperDome.",2156820,1462522554219931888,J. Cristo,,Broadmoor,29.946689853433014,-90.10075887298348,Entire home/apt,311,2,167,2026-03-09,1.02,1,123,13,"23-nstr-18619, 26-OSTR-05019"
561833,Half Okra Inn Iberville- Historic Mid City Retreat,2707644,1462525833948215141,Lindsay,,Mid-City,29.974992752075195,-90.09910583496094,Entire home/apt,202,1,166,2026-03-15,1.03,8,198,48,"21-CSTR-08128, 20-OSTR-02677"
596455,"Beautiful, Bywater Home",518748,1462520555543595976,Rachel,,Bywater,29.96491,-90.04403,Entire home/apt,99,30,48,2024-09-02,0.29,1,196,0,
648129,Beautiful Efficiency Apartment,2383859,1462593638492393049,Brian,,City Park,29.98282,-90.09417,Entire home/apt,100,30,117,2020-02-24,0.72,1,57,0,18STR-16510
684584,Ride the Streetcar to the French Quarter!,2176992,1462588331036845301,Erin,,Mid-City,29.96658,-90.09607,Private room,131,1,1315,2026-02-25,7.99,1,166,141,"23-NSTR-17387, 25-OSTR-15014"
701364,Sky Loft Bywater-Marigny - K Bed Balcony Driveway,2671376,1462604453651458910,Ruby Dee,,St. Roch,29.97036,-90.05007,Entire home/apt,136,3,315,2026-02-25,1.94,2,85,16,"23-NSTR-17825, 25-OSTR-07158"
708852,studio unit 3 New Orleans,103427,1462509666363222459,Jacqueline M,,Lower Garden District,29.93396,-90.08066,Entire home/apt,272,30,0,,,2,90,0,Exempt
718256,Rumahku De New Orleans,1340014,1462543204416587715,Susanna,,Fillmore,30.00784,-90.08124,Entire home/apt,177,1,418,2026-03-08,2.63,1,132,22,"24-NSTR-10932, 23-OSTR-12561"
755827,Stay by the river in the safe & historic Bywater,3978674,1462644112252009072,Carmen,,Bywater,29.96056,-90.03423,Entire home/apt,158,3,672,2026-03-10,4.13,1,114,41,"23-NSTR-15629, 23-OSTR-14447"
780112,Large Apt Bayou St John/City Park 3 miles to Dome,3233663,1462623397593210408,Julie,,Bayou St. John,29.97728,-90.08278,Entire home/apt,236,30,97,2022-04-22,0.61,1,269,0,
786938,Historic home near FQ/outdoor oasis,978875,1462515485192844059,Gianna,,Seventh Ward,29.97478,-90.07634,Entire home/apt,620,2,183,2026-03-02,1.15,1,341,7,"25-NSTR-01981, 25-OSTR-01876"
812536,"Downtown Views, Garden District, Streetcar",4271460,1462652256673514341,Christian,,Central City,29.93616,-90.08231,Entire home/apt,200,2,68,2026-01-04,0.43,5,59,3,23-XSTR-11145
812675,Luxe Garden District Balcony Views,4271460,1462652256673514341,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,200,2,85,2026-02-23,0.53,5,44,4,23-XSTR-11145
829933,"King rm @ Huckabuck Village, Treme",3849334,1462640960116978430,Liberty,,Treme - Lafitte,29.96949,-90.07396,Private room,40,30,156,2026-02-17,0.97,1,177,2,"19RSTR-26556, 21-OSTR-08891"
845309,Fab Frenchmen Maison on the Park,4413148,1462656831975306830,Deborah,,Marigny,29.96609,-90.05718,Entire home/apt,531,30,169,2021-05-03,1.06,1,365,0,"19STR-08005, 20-OSTR-0809"
851999,Fab Apt with Perfect Park Porch,4448274,1462657769556761704,Carolee,,Leonidas,29.95565,-90.12383,Entire home/apt,63,31,115,2026-01-05,0.72,2,254,3,
872905,"City Park, Mid City, Safe area near Streetcar Stop",4606010,1462661377488140581,Monica,,City Park,29.98148,-90.09697,Entire home/apt,85,30,57,2024-09-07,0.36,1,321,0,
873413,Mansion in the Garden District,4271460,1462652256673514341,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,640,2,79,2025-11-09,0.49,5,59,1,23-XSTR-11145
882473,Historic Apt in Magical Marigny,4669579,1462662882804159381,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,99,30,210,2025-03-09,1.31,1,268,0,"19STR-00000, 19-OSTR-0000"
885246,HUGE Historic Warehouse District Condo,4690952,1462663373484366321,Ashley,,Central Business District,29.94499,-90.07222,Entire home/apt,184,30,9,2022-12-31,0.07,1,352,0,19STR-12961
890508,Magazine St. Charm - Safe Area,4728090,1462664257441584634,Roberto,,Uptown,29.9205,-90.10807,Entire home/apt,253,30,28,2019-05-27,0.19,1,365,0,"18STR-16423, 20-OSTR-02857"
895626,"Walk to Tulane, The Purple Room of the Treehouse",4772370,1462537208235108449,Laurie,,Audubon,29.93823,-90.11176,Private room,126,1,362,2026-03-08,2.27,1,98,25,"23-NSTR-14182, 24-OSTR-21273"
896343,#1 Beautiful 2-BR Suite Uptown/Audubon Riverside,4778949,1462665209570075059,Robert,,West Riverside,29.92048,-90.12346,Entire home/apt,322,3,43,2024-04-08,0.29,3,229,0,"24-NSTR-10773, 24-OSTR-10760"
896501,#2 Perfect 2BR Audubon Suite,4778949,1462665209570075059,Robert,,Audubon,29.92345,-90.12261,Entire home/apt,147,30,35,2025-10-26,0.23,3,240,1,"24-NSTR-10773, 24-OSTR-10760"
896709,Modern Home Near French Quarter,4782391,1462537248175434402,Marc,,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,317,30,50,2020-02-23,0.31,1,364,0,
898632,TulaneUniv/Pool-3 ppl+if family-StrictlyNO parties,4370699,1462655113227686849,Deborah,,Audubon,29.94574,-90.11839,Entire home/apt,400,1,109,2026-02-09,0.68,1,212,11,"23-NSTR-15126, 24-OSTR-04228"
900337,2 Bedroom Suite in Uptown New Orleans,4807949,1462665834887502709,Judith,,Uptown,29.92074,-90.1069,Entire home/apt,314,3,27,2025-03-16,0.17,1,226,0,"23-NSTR-15847, 24-OSTR-03329"
901827,Traditional Lower Garden District 2 bdrm apt,4807748,1462863309074617010,Thiamanti,,Central City,29.93668,-90.07614,Entire home/apt,189,2,386,2026-02-16,2.42,2,66,11,"23-CSTR-11525, 24-OSTR-03681"
904990,"Gem Condo, Soul of Arts District",4841202,1462666596192747237,Matilde,,Lower Garden District,29.94449,-90.06751,Entire home/apt,130,30,7,2022-09-04,0.05,4,359,0,
905897,"KING BED Private Apt, 25% off 4+ Nights, No Chores",4847397,1462666724692850223,Scott And Jeb,,Treme - Lafitte,29.9663148,-90.0695387,Entire home/apt,186,2,457,2026-03-16,2.88,1,291,45,"23-NSTR-15010, 24-OSTR-03224"
906101,Loft Bywtr-Marigny GR8T Location,2671376,1462604453651458910,Ruby Dee,,St. Claude,29.96979,-90.04808,Entire home/apt,52,30,291,2025-04-20,1.82,2,168,1,"20STR-01981, 20-OSTR-01981"
908231,Spacious Broadmoor Townhome- Central to Everything,4866349,1462667116947188888,Dawn,,Broadmoor,29.95201,-90.10369,Entire home/apt,428,2,70,2026-03-08,0.56,1,317,8,"25-NSTR-39650, 25-OSTR-39641"
910912,Bayou St John Historic Home,4887507,1462667586230090233,Roxanne,,Bayou St. John,29.97885,-90.08411,Entire home/apt,500,2,136,2026-02-16,0.98,2,315,4,"23-NSTR-13850, 23-OSTR-14560"
914407,Parks-Bowman Mansion: The Red Room,4795675,1462665566171429300,Adrienne,,Garden District,29.92956,-90.08393,Private room,153,1,705,2026-03-03,4.44,3,297,32,23-XSTR-21481
914581,Parks-Bowman Mansion: The Haunted Bedroom,4795675,1462665566171429300,Adrienne,,Garden District,29.92928,-90.08214,Private room,176,1,631,2026-03-01,3.97,3,324,32,23-XSTR-21481
914617,Parks-Bowman Mansion: The Library,4795675,1462665566171429300,Adrienne,,Garden District,29.9294,-90.08436,Private room,199,1,912,2026-03-02,5.71,3,259,43,23-XSTR-21481
917965,"Garden District Beautiful home, private parking",4900663,1462667943492228596,Karen,,Lower Garden District,29.93409,-90.07562,Entire home/apt,,1,295,2026-03-16,1.85,2,140,27,"24-NSTR-10841, 24-OSTR-10176"
918511,Convenient Mid City Apartment,4931906,1462668737219010286,Todd & Kristi,,City Park,29.98117,-90.09053,Entire home/apt,150,30,212,2020-03-16,1.33,1,365,0,
921154,FrenchQuartr|Marginy|Pool|Courtyd(30day+StaysOnly),4951914,1462538080047544891,Thom Beaty,,Marigny,29.966976,-90.050941,Entire home/apt,108,30,249,2026-03-03,2.16,2,176,5,"20STR-02763, 20-OSTR-02768"
925086,French Condo in the Warehouse District,1976003,1462521461016175943,Sebastien,,Central Business District,29.94697,-90.07035,Entire home/apt,226,30,66,2019-05-07,0.55,1,365,0,
931412,Mimsie and the Alligata Carriage House & Courtyard,4993714,1462538308550335698,Margaret M,,East Riverside,29.91909,-90.08563,Entire home/apt,252,2,188,2026-02-14,1.36,1,66,8,"25-NSTR-40115, 25-OSTR-39899"
936112,"9a Fleur De Lis Mansion Spa/Pool, B&B # 317134",4981655,1462538243142073683,Jim,,Lower Garden District,29.9386,-90.06863,Entire home/apt,1072,30,59,2025-05-05,0.38,6,365,1,Exempt
938165,Lepage 4 - 1BR/2BA Apartment Near Fairgrounds,4605202,1462661312447418910,Wayne,,Fairgrounds,29.9799,-90.08212,Entire home/apt,156,30,178,2024-05-27,1.13,8,319,0,"22-RSTR-05145, 22-OSTR-05140"
947400,Cozy One Bedroom NOLA Apartment,5134411,1462673630182886894,Jessica,,Lower Garden District,29.93185,-90.07035,Entire home/apt,171,1,760,2026-03-10,4.79,1,227,54,"23-NSTR-14663, 25-OSTR-07712"
956635,"New Orleans Rental, Esplanade Ridge",5199957,1462675184172297896,Frederick,,Fairgrounds,29.98323,-90.0866,Entire home/apt,72,30,115,2025-01-31,0.77,1,340,0,19STR-22503
967567,Treme Creole Cottage,5278748,1462677053615104189,Lolis,,Treme - Lafitte,29.96625,-90.06758,Entire home/apt,224,30,377,2023-04-30,2.38,1,90,0,"17STR-17374, 20-OSTR-0000"
969714,The New Orleans Sweeeet Retreat,5154893,1462539203333593050,Leila,,Holy Cross,29.95668,-90.00772,Entire home/apt,370,3,1,2020-02-26,0.01,2,89,0,
984831,"Sweet White Penthouse ,MagazineSt HOT TUB",4981655,1462538243142073683,Jim,,Lower Garden District,29.93244,-90.07389,Entire home/apt,8137,30,99,2023-02-20,0.63,6,365,0,"20str-02984, 20-ostr-0284"
995213,Legal Rental : Elegant Lower Garden District Home,5465617,1462681513842640656,Dawn-Marie,,Lower Garden District,29.93839,-90.07349,Entire home/apt,560,30,128,2023-05-29,0.81,1,269,0,"24STR-21124, 19-OSTR-02403"
997365,Big Easy Condo(close to the action),5480237,1462681821546284571,Raymond,,Treme - Lafitte,29.96288,-90.06642,Entire home/apt,331,1,385,2026-02-23,2.44,5,244,18,"23-NSTR-18389, 25-OSTR-35984"
1022169,Festive Creole Cottage-Spring Festivals,5627272,1462685383249164725,Lori,,Fairgrounds,29.98171,-90.08254,Private room,157,2,133,2026-02-15,0.85,1,7,11,"25-NSTR-00479, 25-OSTR-00086"
1048233,Musical & cultural extravaganza!,5770796,1462689130242570568,Sylvia,,Marigny,29.96407,-90.05789,Entire home/apt,357,2,274,2026-02-09,1.75,2,62,11,24-XSTR-07988
1056897,$95 per Night in January 2018! - New Year Special!,5821538,1462542510268214293,Georgia,,Lower Garden District,29.93417,-90.07281,Private room,121,30,205,2020-03-08,1.35,2,365,0,
1073455,Native New Orleans. Bywater near Crescent park.,5904943,1462692566853464300,Eric J,,Bywater,29.96095,-90.04452,Entire home/apt,76,30,79,2024-05-04,0.50,1,316,0,19STR-22298
1082298,Cozy Clean Safe 3Bdr/2Bth 2nd Floor,5951318,1462693702893051266,Dr. Therese,,Lake Terrace & Oaks,30.02421,-90.06728,Entire home/apt,103,30,61,2023-10-22,0.48,2,288,0,
1092214,$95 a Night in January 2018! - New Year’s Special!,5821538,1462542510268214293,Georgia,,Lower Garden District,29.9361,-90.07196,Private room,138,30,152,2020-02-26,0.97,2,365,0,
1103936,~Mid City Oasis~,6062935,1462543654780992232,Deanie,,City Park,29.98048,-90.09927,Entire home/apt,97,30,121,2025-04-29,1.00,1,352,1,"17STR-08434, 20-ostr-02165"
1186700,Home Steps to Frenchmen St with Big Yard,4710746,1462663842559050429,Sara,,Marigny,29.967038646646724,-90.0612080520279,Entire home/apt,556,2,237,2026-02-19,1.78,1,185,16,"23-CSTR-08850, 23-OSTR-01338"
1283353,Beautiful Bywater Shotgun w/ Bikes!,5316723,1462677925927408765,Gabrielle,,St. Claude,29.96774,-90.03713,Entire home/apt,169,2,616,2026-03-04,3.98,1,74,40,"24-NSTR-11294, 24-OSTR-07722"
1313719,Oak-lines Ursulines Ave raised style funky house,6132575,1462544089550204941,Joshua,,Bayou St. John,29.97645,-90.08279,Entire home/apt,465,1,114,2026-03-03,2.72,1,141,40,"23-NSTR-16704, 23-OSTR-16082"
1316954,"New Orleans 1br Suite, Avenue Plaza",7054805,1462722260757964667,Eric,,Central City,29.93423,-90.08124,Entire home/apt,284,30,14,2017-03-14,0.10,2,358,0,
1331004,Ursulines Colorful Historic Home near French Qtr,2019341,1462521706691853610,Historic Getaways,,Treme - Lafitte,29.96586,-90.06397,Entire home/apt,294,1,190,2026-03-15,1.29,32,314,30,23-XSTR-11592
1352100,Lemon Tree Manor in Bywater,7338169,1462729342448866960,Susan,,Bywater,29.96197,-90.04433,Entire home/apt,243,30,300,2025-05-04,1.98,1,365,4,"20RSTR-31016, 20-OSTR-31012"
1377824,Funky Safe 2-Story Cottage in Heart of Bywater,5640348,1462685691595505689,Maria,,Bywater,29.963698599312387,-90.04285502645983,Entire home/apt,190,3,64,2026-03-08,0.42,1,54,10,"23-NSTR-17396, 23-OSTR-13779"
1419885,"Casa Pelican B&B and Cooking School, Balcony Room",7645369,1462561817085646954,Karen,,Algiers Point,29.95371,-90.04773,Private room,148,1,530,2026-02-27,3.61,2,284,30,23-XSTR-21467
1427307,"History, color, and art in Faubourg St. John",7676497,1462561948280096056,John,,Bayou St. John,29.97509,-90.08519,Entire home/apt,187,2,213,2026-03-14,1.47,1,46,18,"23-NSTR-17695, 23-OSTR-18208"
1450713,Spactacular Newly Renovated Carriage House,7785342,1462741123634555022,Mamie,,Central City,29.936187,-90.080474,Entire home/apt,174,30,78,2023-05-21,0.52,1,364,0,"23-NSTR-15186, 23OSTR-10742"
1602821,Party Atmosphere Hostel - Private Room for Four,8540704,1462769968302316821,Robert Higdon,,Central City,29.93783,-90.07861,Private room,127,30,8,2014-04-08,0.05,4,365,0,Exempt
1614892,The Laurel Bed and Breakfast in Mid-City,8596036,1462771464209315553,Laura,,City Park,29.9802553,-90.0907984,Private room,155,2,48,2026-02-25,0.32,1,274,7,23-XSTR-11784
1661090,Bywater Historic House,228432,1462513228792507466,Nathalie,,St. Claude,29.964907,-90.040382,Entire home/apt,190,1,256,2026-03-08,1.69,1,224,9,"23-NSTR-13443, 23-OSTR-13446"
1665262,Loft living in Irish Channel,4844670,1462666690688001415,Mia,,St. Thomas Dev,29.92329,-90.07232,Entire home/apt,344,2,105,2026-02-17,0.70,3,251,8,"22-CSTR-22886, 23-OSTR-01224"
1695768,The Epicenter,8955981,1462567417728805226,Brian,,Marigny,29.96504,-90.0603,Private room,79,30,544,2025-05-08,3.64,1,352,7,"17STR-08217, 19-OSTR-0000"
1718222,Airy & Beautiful apt near Magazine!,4844670,1462666690688001415,Mia,,St. Thomas Dev,29.92315,-90.07394,Entire home/apt,114,30,23,2021-12-10,0.15,3,218,0,
1735922,Huge Space in the Heart of Midcity,4580360,1462660739442961318,Jarrod,,Mid-City,29.96803,-90.08577,Entire home/apt,90,30,117,2025-03-08,0.79,2,270,0,"19STR-21967, 20-OSTR-01855"
1738168,Upscale Home - Uptown NOLA,9019370,1462792864664818478,Timothy,,Uptown,29.9206,-90.10499,Entire home/apt,238,30,192,2026-03-01,1.28,2,257,5,
1740021,LARGE I BEDROOM 1BATH IN DUPLEX,9161662,1462796446930131780,Jack,,Garden District,29.92974,-90.08386,Entire home/apt,96,30,9,2020-03-03,0.07,1,365,0,
1838738,French Quarter/Treme Creole Cottage,9614177,1462570370835401981,Wayne,,Treme - Lafitte,29.96609,-90.06506,Entire home/apt,306,1,302,2026-03-13,2.01,1,285,30,"23-NSTR-15273, 25-OSTR-01122"
1936935,Bayou St. John Creole Cottage,7607004,1462736461392374780,Lee,,Bayou St. John,29.97705,-90.0844,Entire home/apt,77,30,51,2026-02-01,0.34,1,329,2,"18STR-16786, 20-OSTR-0472"
1960306,972 penthouse Pets on famous magazine st parking,4981655,1462538243142073683,Jim,,St. Thomas Dev,29.93187,-90.07294,Entire home/apt,206,1,479,2026-02-23,3.20,6,155,27,"22-cstr-09729, 23-ostr-11614"
2032979,Balcony Suite on Royal Street Near French QTR #1,1405952,1462517848552937545,Zakary,,Marigny,29.96503,-90.05193,Private room,105,1,55,2026-03-09,0.37,8,314,20,23-xstr-17948
2065921,Boutique Suite on Royal Street Near French QTR #2,1405952,1462517848552937545,Zakary,,Marigny,29.96503,-90.05193,Private room,105,1,95,2026-03-11,1.46,8,332,9,23-xstr-17948
2082916,Super Clean! 5 Min Ferry to French Qtr! No Chores!,3018143,1462615046364196630,Natalie,,Algiers Point,29.95227,-90.05279,Entire home/apt,237,2,288,2026-03-02,1.94,1,268,40,23-XSTR-21476
2107965,The Boswell House (Historic Home on Jazz Registry),7707187,1462739080854352768,Jason,,Touro,29.9228,-90.09338,Entire home/apt,543,1,61,2026-03-05,0.41,1,301,5,"24-NSTR-10509, 24-OSTR-10484"
2122794,Laid Back Charm 1  Bywater Marigny,4841202,1462666596192747237,Matilde,,Bywater,29.96476,-90.04524,Entire home/apt,76,30,59,2026-02-01,0.41,4,318,3,
2131627,Wonderful Queen Anne Victorian,9150936,1462796182484710775,Michael,,Lower Garden District,29.93412,-90.07079,Entire home/apt,79,30,123,2023-03-31,0.83,1,321,0,
2159266,Big Easy Condo,5480237,1462681821546284571,Raymond,,Treme - Lafitte,29.96509,-90.06671,Entire home/apt,331,1,292,2026-03-02,1.99,5,263,12,"23-NSTR-18389, 25-OSTR-35984"
2170610,The Mazant: Renovated 1880s Bywater Mansion w/Pool,1410898,1462545065335697702,Jeff,,St. Claude,29.9635,-90.03526,Entire home/apt,1666,2,144,2026-03-01,1.30,1,246,8,23-XSTR-21463
2177238,Balcony Boutique Suite on Royal Street #3,1405952,1462517848552937545,Zakary,,Marigny,29.96503,-90.05193,Private room,105,1,109,2026-03-15,0.78,8,320,28,23-xstr-17948
2177885,Cozy Suite on Royal Street near French Quarter #4,1405952,1462517848552937545,Zakary,,Marigny,29.96503,-90.05193,Private room,106,1,131,2026-03-11,0.94,8,342,21,23-xstr-17948
2177946,Boutique Suite on Royal Street #5,1405952,1462517848552937545,Zakary,,Marigny,29.96503,-90.05193,Private room,115,1,36,2026-03-15,0.26,8,317,14,23-xstr-17948
2180692,Walk / Bike to French Quarter and Jazz Fest 1,3725969,1462638053547393618,April,,Treme - Lafitte,29.97029,-90.07163,Entire home/apt,74,30,629,2025-05-17,4.26,2,314,7,"24-NSTR-17649, 24ostr-11574"
2185863,Marigny Jewel - Home Away from Home (#137023),4778357,1462665200926343359,Ronald,,Marigny,29.96623,-90.05149,Private room,410,30,69,2024-05-07,0.47,2,341,0,23-XSTR-16813
2189294,Irish Channel tiny home with big  August discount,10948438,1462853355231129604,Cathy,,Irish Channel,29.92281,-90.08621,Entire home/apt,65,30,47,2026-03-11,0.32,2,304,4,
2189313,"Irish Channel Gem, cheap n chic! Summer discount",10948438,1462853355231129604,Cathy,,Irish Channel,29.92103,-90.08649,Entire home/apt,131,30,59,2026-03-02,0.41,2,213,6,
2203775,Jane Milne Suite - 2 bed 2 bath near FQ,1006034,1462515645224879270,Gwendolyn,,Treme - Lafitte,29.96876,-90.06839,Entire home/apt,97,30,132,2024-04-15,0.90,4,180,0,
2226543,Historic Home|Heart of Mid-City| French Quarter,11362234,1462863117409704806,Isaac,,Tulane - Gravier,29.96406,-90.08027,Entire home/apt,284,2,235,2026-02-16,1.60,5,340,11,"22-CSTR-19616, 24-OSTR-03045"
2250080,Minutes to Anywhere in New Orleans,11491946,1462866007573156819,Megan,,Marlyville - Fontainbleau,29.95493,-90.10798,Entire home/apt,208,2,110,2026-02-17,0.75,1,102,4,"23-NSTR-17259, 23-OSTR-11811"
2255065,Spacious MidCity Victorian 1: Near Streetcar & FQ!,11362234,1462863117409704806,Isaac,,Tulane - Gravier,29.96203,-90.08259,Entire home/apt,420,2,246,2026-02-17,1.67,5,342,7,"22-CSTR-19618, 24-OSTR-03045"
2255182,Treme Central - Huge Balcony,6753577,1462714446111565997,Jo,,Treme - Lafitte,29.96589,-90.06681,Entire home/apt,168,30,209,2020-03-16,1.43,2,180,0,"17STR-10050, 17-OSTR-00010"
2272725,"1903 Queen Anne Beauty, Registration 23-XSTR-12136",11573383,1462867951257389443,Nancy,,St. Claude,29.96439,-90.03744,Entire home/apt,443,1,271,2026-03-17,1.84,1,243,14,23-XSTR-12136
2295965,"Historic Creole Cottage, 1 block to French Quarter",6002761,1462695289529957466,Beverly,,Treme - Lafitte,29.96617,-90.06433,Entire home/apt,418,120,271,2020-08-13,1.84,1,179,0,"18STR-18519, 20-OSTR-02074"
2297440,The Purple House by Tulane,11734377,1462579732250193846,Ryan,,Audubon,29.94982,-90.11606,Entire home/apt,144,1,767,2026-02-23,6.49,1,86,57,"24-NSTR-18626, 24-OSTR-18625"
2315660,Marcelin’s on Napoleon Bed & Breakfast LLC,11800706,1462873377815049576,Marcelin,,Broadmoor,29.94275,-90.10516,Entire home/apt,455,1,281,2026-03-16,1.95,1,235,25,23-XSTR-21516
2387100,Like the French Quarter - but better!,12193877,1462882206447367158,M,,Lower Garden District,29.92983,-90.07568,Entire home/apt,116,30,29,2024-04-03,0.20,1,89,0,Exempt
2392147,Airy Loft Apartment,12219447,1462882769680126147,Phoebe,,Black Pearl,29.93833,-90.13355,Entire home/apt,85,30,175,2025-04-11,1.20,1,323,1,
2392262,Lower Garden District Charmer,12220132,1462882779001369316,Jacob,,St. Thomas Dev,29.92405,-90.07428,Entire home/apt,551,30,17,2017-07-17,0.13,1,363,0,
2419449,Charles Suite - 2 bed 2.5 bath near French Quarter,1006034,1462515645224879270,Gwendolyn,,Treme - Lafitte,29.96699,-90.06852,Entire home/apt,150,30,66,2021-12-13,0.57,4,180,0,
2520676,"Large House Walk to French Qrtr, Faubourg Marigny",7319703,1462728917141782532,Donald,,Marigny,29.96565,-90.06189,Entire home/apt,124,30,390,2025-02-16,2.67,5,256,0,"20STR-02083, 20-OSTR-02083"
2539803,Cozy apartment in the Marigny,13004929,1462900823870004509,Cheryl,,Marigny,29.96459,-90.05195,Entire home/apt,304,1,396,2026-02-13,2.71,1,264,29,"23-NSTR-14820, 23-OSTR-14787"
2676200,Mid City Classic on Streetcar Line Minutes from FQ,13701548,1462587422648725416,Khalil,,Mid-City,29.97858,-90.10403,Entire home/apt,789,3,152,2025-11-10,1.05,2,261,1,"24-NSTR-10875, 24-OSTR-09200"
2695902,"""Delille"" Studio - Steps to French Qtr",13582442,1462914591849736879,Stephen,,Seventh Ward,29.96793,-90.06357,Entire home/apt,69,30,195,2024-10-05,1.40,1,122,0,
2708004,On Esplanade Avenue-French Quarter,9240904,1462809171142435503,Michael H,,French Quarter,29.96454,-90.06268,Entire home/apt,71,30,508,2025-12-11,3.49,1,305,14,"17str-04094, 20-OSTR-1786"
2716497,JAZZFEST Shotgun,4680678,1462536798021072309,Joe,,Bayou St. John,29.97371,-90.08283,Entire home/apt,200,2,291,2026-03-09,2.01,1,315,29,"25-NSTR-39497, 25-OSTR-39236"
2748663,A place with Character,401501,1462517481128802669,Yera,,Lower Garden District,29.93369,-90.07723,Private room,78,30,96,2020-01-15,0.66,1,87,0,
